19.8, 24.1, 28.2, 32.6, 37.0, 40.7, 44.1, 47.2, 50.4, 53.6, 57.1, 61.4, 64.8, 68.2, 73.6, 78.4, 81.6, 85.4, 90.5, 95.2
20.5, 25.1, 28.7, 33.5, 37.5, 41.6, 45.0, 48.2, 50.9, 54.7, 57.8, 61.9, 65.4, 70.3, 74.3, 79.1, 82.3, 87.8, 91.2, 96.1
21.2, 25.8, 29.34, 24.1, 38.6, 42.4, 45.4, 48.8, 51.9, 55.0, 58.8, 62.5, 66.1, 70.9, 75.9, 79.7, 82.9, 88.8, 92.4, 97.3
22.3, 26.5, 30.7, 34.9, 39.4, 43.1, 46.3, 49.4, 52.6, 56.1, 59.9, 63.6, 67.1, 72.0, 76.9, 80.4, 83.6, 89.5, 93.4, 98.4
23.5, 26.9, 31.5, 35.7, 39.9, 44.1, 47.2, 50.2, 53.4, 57.0, 60.5, 63.9, 67.7, 73.0, 77.8, 81.3, 84.9, 90.0, 94.2, 98.6
    
