,predVal0,dPredVel0,v0*2,d(v0*2)
0,3.93945676964545e-05,2.8429123193011602e-09,4.739336492890995e-05,3.3972731969183074e-10
1,0.00032714412024756855,4.4759673691214894e-08,6.17283950617284e-05,5.763222069806432e-10
2,0.0,0.0,0.0,0.0
