,predVal0,dPredVel0,v0*2,d(v0*2)
0,9.02668759811617e-05,1.1622077101043218e-08,7.518796992481203e-05,8.550511617389337e-10
1,2.5083612040133787e-05,1.815276721343972e-08,7.874015748031497e-05,9.37751875503751e-10
2,0.0,0.0,0.0,0.0
