,predVal0,dPredVel0,v0*2,d(v0*2)
0,9.25925925925926e-05,2.5542519590563456e-08,5.1282051282051286e-05,3.9776462853385936e-10
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
