,predVal0,dPredVel0,v0*2,d(v0*2)
0,6.514447884416926e-05,2.9259022935041324e-09,7.194244604316547e-05,7.828269758294084e-10
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
