,predVal0,dPredVel0,v0*2,d(v0*2)
0,6.481481481481483e-05,2.156529642296689e-08,0.00018181818181818183,5.000000000000001e-09
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
